test_id,node,test_category,test_description,test,result,failure_reason
212,leaf4-DC1,Routing Table,Remote VTEP address,192.168.102.1,FAIL,VTEP 192.168.102.1 is not in the routing table
213,leaf4-DC1,Routing Table,Remote VTEP address,192.168.102.3,PASS,
214,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.1,PASS,
215,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.2,FAIL,Lo0 192.168.101.2 is not in the routing table
216,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.3,FAIL,Lo0 192.168.101.3 is not in the routing table
217,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.4,FAIL,Lo0 192.168.101.4 is not in the routing table
218,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.101,PASS,
219,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.102,PASS,
220,leaf1-DC1,Routing Table,Remote Lo0 address,192.168.101.103,PASS,
221,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.1,FAIL,Lo0 192.168.101.1 is not in the routing table
222,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.2,PASS,
223,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.3,FAIL,Lo0 192.168.101.3 is not in the routing table
224,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.4,FAIL,Lo0 192.168.101.4 is not in the routing table
225,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.101,PASS,
226,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.102,PASS,
227,leaf2-DC1,Routing Table,Remote Lo0 address,192.168.101.103,PASS,
228,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.1,FAIL,Lo0 192.168.101.1 is not in the routing table
229,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.2,FAIL,Lo0 192.168.101.2 is not in the routing table
230,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.3,PASS,
231,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.4,FAIL,Lo0 192.168.101.4 is not in the routing table
232,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.101,PASS,
233,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.102,PASS,
234,leaf3-DC1,Routing Table,Remote Lo0 address,192.168.101.103,PASS,
235,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.1,FAIL,Lo0 192.168.101.1 is not in the routing table
236,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.2,FAIL,Lo0 192.168.101.2 is not in the routing table
237,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.3,FAIL,Lo0 192.168.101.3 is not in the routing table
238,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.4,PASS,
239,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.101,PASS,
240,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.102,PASS,
241,leaf4-DC1,Routing Table,Remote Lo0 address,192.168.101.103,PASS,
242,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.1,FAIL,100% packet loss
243,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.2,FAIL,100% packet loss
244,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.3,FAIL,100% packet loss
245,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.4,FAIL,100% packet loss
246,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.101,FAIL,100% packet loss
247,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.102,FAIL,100% packet loss
248,leaf1-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf1-DC1 - 192.168.101.1 Destination: 192.168.101.103,FAIL,100% packet loss
249,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.1,FAIL,100% packet loss
250,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.2,FAIL,100% packet loss
251,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.3,FAIL,100% packet loss
252,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.4,FAIL,100% packet loss
253,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.101,FAIL,100% packet loss
254,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.102,FAIL,100% packet loss
255,leaf2-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf2-DC1 - 192.168.101.2 Destination: 192.168.101.103,FAIL,100% packet loss
256,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.1,FAIL,100% packet loss
257,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.2,FAIL,100% packet loss
258,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.3,FAIL,100% packet loss
259,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.4,FAIL,100% packet loss
260,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.101,FAIL,100% packet loss
261,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.102,FAIL,100% packet loss
262,leaf3-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf3-DC1 - 192.168.101.3 Destination: 192.168.101.103,FAIL,100% packet loss
263,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.1,FAIL,100% packet loss
264,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.2,FAIL,100% packet loss
265,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.3,FAIL,100% packet loss
266,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.4,FAIL,100% packet loss
267,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.101,FAIL,100% packet loss
268,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.102,FAIL,100% packet loss
269,leaf4-DC1,Loopback0 Reachability,Loopback0 Reachability,Source: leaf4-DC1 - 192.168.101.4 Destination: 192.168.101.103,FAIL,100% packet loss
